study,dataset,version,variable,label,categories,label_de,categories_de
soep-test,ctest,v3,lv01,Wohnort Vater,"""1"":""Lebt hier am Ort"", ""2"":""Lebt woanders, und zwar: - in den alten Bundesländern"", ""3"":""Lebt woanders, und zwar: - in den neuen Bundesländern"", ""4"":""Lebt woanders, und zwar: - in einem anderen Land, nicht in Deutschland""",Wohnort Vater,"""1"":""Lebt hier am Ort"", ""2"":""Lebt woanders, und zwar: - in den alten Bundesländern"", ""3"":""Lebt woanders, und zwar: - in den neuen Bundesländern"", ""4"":""Lebt woanders, und zwar: - in einem anderen Land, nicht in Deutschland"""
soep-test,ctest,v3,lv01dummy,Vater (lebendig),"""1"":""Ja"", ""2"":""Nein""",Vater (lebendig),"""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,lv02,Vater Jahr Verstorben,"",Vater Jahr Verstorben,""
soep-test,ctest,v3,lvm,Eltern im Haushalt,"""1"":""Ja, beide"", ""2"":""Nur der Vater"", ""3"":""Nur die Mutter"", ""4"":""Nein, beide nicht""",Eltern im Haushalt,"""1"":""Ja, beide"", ""2"":""Nur der Vater"", ""3"":""Nur die Mutter"", ""4"":""Nein, beide nicht"""
soep-test,ctest,v3,lwehr1,Wehr- und Zivildienst,"""1"":""Ja"", ""2"":""Nein""",Wehr- und Zivildienst,"""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,lwehr2,"Form Wehr-, Zivildienst","""1"":""Wehrdienst mit gesetzlicher Dienstzeit"", ""2"":""Wehrdienst mit längerer Dienstzeit als Zeit- oder Berufssoldat"", ""3"":""Zivildienst"", ""4"":""Gleichgestellter Einsatz im Katastrophenschutz""","Form Wehr-, Zivildienst","""1"":""Wehrdienst mit gesetzlicher Dienstzeit"", ""2"":""Wehrdienst mit längerer Dienstzeit als Zeit- oder Berufssoldat"", ""3"":""Zivildienst"", ""4"":""Gleichgestellter Einsatz im Katastrophenschutz"""
soep-test,ctest,v3,lwehr3,Gründe kein Wehr- und Zivildienst,"""1"":""Als untauglich gemustert"", ""2"":""Als Ersatzreserve gemustert"", ""3"":""Aus anderen Gründen freigestellt""",Gründe kein Wehr- und Zivildienst,"""1"":""Als untauglich gemustert"", ""2"":""Als Ersatzreserve gemustert"", ""3"":""Aus anderen Gründen freigestellt"""
soep-test,ctest,v3,p001,Berufliche Stellung,"""1"":""Selbstständige (einschl. mithelfende Familienangehörige)"", ""2"":""Arbeiter, auch in Landwirtschaft"", ""3"":""Beamte (einschl. Richter und Berufssoldaten)"", ""4"":""Angestellte"", ""5"":""Auszubildende und Praktikanten""",Berufliche Stellung,"""1"":""Selbstständige (einschl. mithelfende Familienangehörige)"", ""2"":""Arbeiter, auch in Landwirtschaft"", ""3"":""Beamte (einschl. Richter und Berufssoldaten)"", ""4"":""Angestellte"", ""5"":""Auszubildende und Praktikanten"""
soep-test,ctest,v3,palt1,Altersteilzeit Regelungen,"""1"":""Ja"", ""2"":""Nein""",Altersteilzeit Regelungen,"""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pamt,Beamte,"""1"":""Einfacher Dienst"", ""2"":""Mittlerer Dienst"", ""3"":""Gehobener Dienst"", ""4"":""Höherer Dienst""",Beamte,"""1"":""Einfacher Dienst"", ""2"":""Mittlerer Dienst"", ""3"":""Gehobener Dienst"", ""4"":""Höherer Dienst"""
soep-test,ctest,v3,pang,Angestellte,"""1"":""Industrie- und Werkmeister im Angestelltenverhältnis"", ""2"":""Angestellte mit einfacher Tätigkeit ohne Ausbildungsabschluss"", ""3"":""Angestellte mit einfacher Tätigkeit mit Ausbildungsabschluss"", ""4"":""Angestellte mit qualifizierter Tätigkeit (z.B. Sachbearbeiter, Buchhalter, techn. Zeichner)"", ""5"":""Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktionen (z.B. wissenschaftl. Mitarbeiter, Ingenieur, Abteilungsleiter)"", ""6"":""Angestellte mit umfassenden Führungsaufgaben (z.B. Direktor, Geschäftsführer, Vorstand größerer Betriebe und Verbände)""",Angestellte,"""1"":""Industrie- und Werkmeister im Angestelltenverhältnis"", ""2"":""Angestellte mit einfacher Tätigkeit ohne Ausbildungsabschluss"", ""3"":""Angestellte mit einfacher Tätigkeit mit Ausbildungsabschluss"", ""4"":""Angestellte mit qualifizierter Tätigkeit (z.B. Sachbearbeiter, Buchhalter, techn. Zeichner)"", ""5"":""Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktionen (z.B. wissenschaftl. Mitarbeiter, Ingenieur, Abteilungsleiter)"", ""6"":""Angestellte mit umfassenden Führungsaufgaben (z.B. Direktor, Geschäftsführer, Vorstand größerer Betriebe und Verbände)"""
soep-test,ctest,v3,parb,Arbeiter,"""1"":""Ungelehrte Arbeiter"", ""2"":""Angelernte Arbeiter"", ""3"":""Gelernte und Facharbeiter"", ""4"":""Vorarbeiter, Kolonnenführer"", ""5"":""Meister, Polier""",Arbeiter,"""1"":""Ungelehrte Arbeiter"", ""2"":""Angelernte Arbeiter"", ""3"":""Gelernte und Facharbeiter"", ""4"":""Vorarbeiter, Kolonnenführer"", ""5"":""Meister, Polier"""
soep-test,ctest,v3,paz10,Arbeitszeiten mit Überstunden,"",Arbeitszeiten mit Überstunden,""
soep-test,ctest,v3,paz11,Mini/Midijob,"""1"":""Ja, Mini-Job (bis 450 Euro)"", ""2"":""Ja, Midi-Job (450,01 bis 859 Euro)"", ""3"":""Nein""",Mini/Midijob,"""1"":""Ja, Mini-Job (bis 450 Euro)"", ""2"":""Ja, Midi-Job (450,01 bis 859 Euro)"", ""3"":""Nein"""
soep-test,ctest,v3,paz12,Teilzeit/Elternzeit,"""1"":""Ja"", ""2"":""Nein""",Teilzeit/Elternzeit,"""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pazubi,Auszubildende,"""1"":""Auszubildende"", ""2"":""Auszubildende/ gewerblich-technisch"", ""3"":""Volontäre, Praktikanten u.ä.""",Auszubildende,"""1"":""Auszubildende"", ""2"":""Auszubildende/ gewerblich-technisch"", ""3"":""Volontäre, Praktikanten u.ä."""
soep-test,ctest,v3,pek01,"Einkünfte: Eigene Rente, Pension (Falls Sie mehrere haben: bitte zusammenrechnen","""1"":""Ja"", ""2"":""Nein""","Einkünfte: Eigene Rente, Pension (Falls Sie mehrere haben: bitte zusammenrechnen","""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pek011,Einkünfte/Rente,"",Einkünfte/Rente,""
soep-test,ctest,v3,pek02,"Einkünfte: Witwenrente / -pension, Waisenrente (Falls Sie mehrere haben: bitte z","""1"":""Ja"", ""2"":""Nein""","Einkünfte: Witwenrente / -pension, Waisenrente (Falls Sie mehrere haben: bitte z","""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pek021,Einkünfte/Witwenrente,"",Einkünfte/Witwenrente,""
soep-test,ctest,v3,pek03,Einkünfte: Arbeitslosengeld,"""1"":""Ja"", ""2"":""Nein""",Einkünfte: Arbeitslosengeld,"""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pek031,Einkünfte/Arbeitslosengeld,"",Einkünfte/Arbeitslosengeld,""
soep-test,ctest,v3,pek04,Einkünfte: Arbeitslosengeld II / Sozialgeld,"""1"":""Ja"", ""2"":""Nein""",Einkünfte: Arbeitslosengeld II / Sozialgeld,"""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pek05,Einkünfte: Unterhaltsgeld bei Fortbildung / Umschulung; Übergangsgeld,"""1"":""Ja"", ""2"":""Nein""",Einkünfte: Unterhaltsgeld bei Fortbildung / Umschulung; Übergangsgeld,"""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pek051,Einkünfte/Unterhaltsgeld,"",Einkünfte/Unterhaltsgeld,""
soep-test,ctest,v3,pek06,"Einkünfte: Mutterschaftsgeld während des Mutterschutzes, Elterngeld","""1"":""Ja"", ""2"":""Nein""","Einkünfte: Mutterschaftsgeld während des Mutterschutzes, Elterngeld","""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pek07,Einkünfte: Kindesunterhalt,"""1"":""Ja"", ""2"":""Nein""",Einkünfte: Kindesunterhalt,"""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pek071,Einkünfte/Mutterschaftsgeld,"",Einkünfte/Mutterschaftsgeld,""
soep-test,ctest,v3,pek08,Einkünfte: Betreuungsunterhalt,"""1"":""Ja"", ""2"":""Nein""",Einkünfte: Betreuungsunterhalt,"""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pek09,"Einkünfte: Nachehelicher Unterhalt, Trennungsunterhalt","""1"":""Ja"", ""2"":""Nein""","Einkünfte: Nachehelicher Unterhalt, Trennungsunterhalt","""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pek091,Einkünfte/Wehrsold etc,"",Einkünfte/Wehrsold etc,""
soep-test,ctest,v3,pek10,Einkünfte: Unterhaltszahlung aus Unterhaltsvorschusskassen,"""1"":""Ja"", ""2"":""Nein""",Einkünfte: Unterhaltszahlung aus Unterhaltsvorschusskassen,"""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pek11,"Einkünfte: BAföG, Stipendium, Berufsausbildungsbeihilfe","""1"":""Ja"", ""2"":""Nein""","Einkünfte: BAföG, Stipendium, Berufsausbildungsbeihilfe","""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pek12,"Einkünfte: Wehrsold bei freiwilligem Wehrdienst, Aufwandsentschädigung für Freiw","""1"":""Ja"", ""2"":""Nein""","Einkünfte: Wehrsold bei freiwilligem Wehrdienst, Aufwandsentschädigung für Freiw","""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pek13,"Einkünfte: Sonstige Unterstützung von Personen, die nicht im Haushalt leben","""1"":""Ja"", ""2"":""Nein""","Einkünfte: Sonstige Unterstützung von Personen, die nicht im Haushalt leben","""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,persnr,Unveraenderliche Personennummer,"",Unveraenderliche Personennummer,""
soep-test,ctest,v3,pkal01,Kalender 2002: voll erwerbstätig ,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""",Kalender 2002: voll erwerbstätig ,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal02,Kalender 2002: in Kurzarbeit ,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""",Kalender 2002: in Kurzarbeit ,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal03,Kalender 2002: teilzeitbeschäftigt ,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""",Kalender 2002: teilzeitbeschäftigt ,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal04,Kalender 2002: in einem Mini-Job (bis 400 Euro) ,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""",Kalender 2002: in einem Mini-Job (bis 400 Euro) ,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal05,Kalender 2002: in betrieblicher Erstausbildung/Lehre,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""",Kalender 2002: in betrieblicher Erstausbildung/Lehre,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal06,"Kalender 2002: in Fortbildung, Umschulung oder beruflicher Weiterbildung","""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""","Kalender 2002: in Fortbildung, Umschulung oder beruflicher Weiterbildung","""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal07,Kalender 2002: arbeitslos gemeldet,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""",Kalender 2002: arbeitslos gemeldet,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal08,Kalender 2002: in Rente/Pension oder Vorruhestand,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""",Kalender 2002: in Rente/Pension oder Vorruhestand,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal09,Kalender 2002: im Mutterschutz/Erziehungsurlaub/Elternzeit,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""",Kalender 2002: im Mutterschutz/Erziehungsurlaub/Elternzeit,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal10,Kalender 2002: auf der Schule/Hochschule/Fachschule,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""",Kalender 2002: auf der Schule/Hochschule/Fachschule,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal11,Kalender 2002: freiwilliger Wehrdienst/Wehrübung,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""",Kalender 2002: freiwilliger Wehrdienst/Wehrübung,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal12,Kalender 2002: Freiwilliges soziales/ökologisches Jahr,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""",Kalender 2002: Freiwilliges soziales/ökologisches Jahr,"""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""0"":"""", ""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal13,Kalender 2002: Bundesfreiwilligendienst,"""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""",Kalender 2002: Bundesfreiwilligendienst,"""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal14,Kalender 2002: Hausfrau/Hausmann,"""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""",Kalender 2002: Hausfrau/Hausmann,"""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pkal15,"Kalender 2002: Sonstiges, und zwar","""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember""","Kalender 2002: Sonstiges, und zwar","""1"":""Januar"", ""2"":""Februar"", ""3"":""März"", ""4"":""April"", ""5"":""Mai"", ""6"":""Juni"", ""7"":""Juli"", ""8"":""August"", ""9"":""September"", ""10"":""Oktober"", ""11"":""November"", ""12"":""Dezember"""
soep-test,ctest,v3,pnerw07,Höhe Nettoverdienst Euro im Monat,"",Höhe Nettoverdienst Euro im Monat,""
soep-test,ctest,v3,pnerw08,"Höhe Nettoverdienst Nicht zu sagen, es kommt darauf an","""1"":""Ja"", ""2"":""Nein""","Höhe Nettoverdienst Nicht zu sagen, es kommt darauf an","""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pnerw09,Anfang bei Stellenangebot,"""1"":""Ja"", ""2"":""Nein""",Anfang bei Stellenangebot,"""1"":""Ja"", ""2"":""Nein"""
soep-test,ctest,v3,pnerw14,Nettoverdienst/Stunden die Woche,"",Nettoverdienst/Stunden die Woche,""
soep-test,ctest,v3,psor01,Um die allgemeine wirtschaftliche Entwicklung,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen""",Um die allgemeine wirtschaftliche Entwicklung,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"""
soep-test,ctest,v3,psor02,Um Ihre eigene wirtschaftliche Situation,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen""",Um Ihre eigene wirtschaftliche Situation,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"""
soep-test,ctest,v3,psor03,Um die Stabilität der Finanzmärkte,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen""",Um die Stabilität der Finanzmärkte,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"""
soep-test,ctest,v3,psor04,Um den Anstieg der Inflation,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen""",Um den Anstieg der Inflation,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"""
soep-test,ctest,v3,psor05,Um Ihre Gesundheit,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen""",Um Ihre Gesundheit,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"""
soep-test,ctest,v3,psor06,Um den Schutz der Umwelt,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen""",Um den Schutz der Umwelt,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"""
soep-test,ctest,v3,psor07,Um die Folgen des Klimawandels,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen""",Um die Folgen des Klimawandels,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"""
soep-test,ctest,v3,psor08,Um die Erhaltung des Friedens,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"", ""22"":""""",Um die Erhaltung des Friedens,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"", ""22"":"""""
soep-test,ctest,v3,psor09,Über den globalen Terrorismus,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen""",Über den globalen Terrorismus,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"""
soep-test,ctest,v3,psor10,Über die Entwicklung der Kriminalität in Deutschland,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen""",Über die Entwicklung der Kriminalität in Deutschland,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"""
soep-test,ctest,v3,psor11,Über die Zuwanderung nach Deutschland,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen""",Über die Zuwanderung nach Deutschland,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"""
soep-test,ctest,v3,psor12,Über Ausländerfeindlichkeit und Fremdenhass in Deutschland,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen""",Über Ausländerfeindlichkeit und Fremdenhass in Deutschland,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"""
soep-test,ctest,v3,psor13,Um die Stabilität des Euros,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen""",Um die Stabilität des Euros,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"""
soep-test,ctest,v3,psor14,Nur wenn Sie erwerbstätig sind: Um die Sicherheit Ihres Arbeitsplatzes,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen""",Nur wenn Sie erwerbstätig sind: Um die Sicherheit Ihres Arbeitsplatzes,"""1"":""Große Sorgen"", ""2"":""Einige Sorgen"", ""3"":""Keine Sorgen"""
soep-test,ctest,v3,psst1,Selbstständig,"""1"":""Selbstständige Landwirte"", ""2"":""Freie Berufe, selbstständige Akademiker"", ""3"":""Sonstige Selbstständige"", ""4"":""Mithelfende Familienangehörige""",Selbstständig,"""1"":""Selbstständige Landwirte"", ""2"":""Freie Berufe, selbstständige Akademiker"", ""3"":""Sonstige Selbstständige"", ""4"":""Mithelfende Familienangehörige"""
soep-test,ctest,v3,psst2,Anzahl Mitarbeiter,"""1"":""Keine weiteren Mitarbeiter"", ""2"":""1-9 Mitarbeiter"", ""3"":""10 und mehr Mitarbeiter""",Anzahl Mitarbeiter,"""1"":""Keine weiteren Mitarbeiter"", ""2"":""1-9 Mitarbeiter"", ""3"":""10 und mehr Mitarbeiter"""
